0	2.338812
1	2.264640
2	2.210876
3	2.171055
4	2.140740
5	2.117016
6	2.097970
7	2.082327
8	2.069217
9	2.058033
10	2.048342
11	2.039826
12	2.032250
13	2.025434
14	2.019242
15	2.013565
16	2.008316
17	2.003427
18	1.998841
19	1.994512
20	1.990400
21	1.986472
22	1.982701
23	1.979062
24	1.975535
25	1.972101
26	1.968742
27	1.965446
28	1.962198
29	1.958986
30	1.955799
31	1.952626
32	1.949457
33	1.946282
34	1.943093
35	1.939879
36	1.936633
37	1.933345
38	1.930006
39	1.926606
40	1.923137
41	1.919589
42	1.915952
43	1.912214
44	1.908365
45	1.904393
46	1.900286
47	1.896028
48	1.891606
49	1.887003
50	1.882203
51	1.877186
52	1.871930
53	1.866414
54	1.860611
55	1.854493
56	1.848029
57	1.841183
58	1.833915
59	1.826181
60	1.817930
61	1.809105
62	1.799641
63	1.789461
64	1.778481
65	1.766601
66	1.753705
67	1.739660
68	1.724306
69	1.707460
70	1.688901
71	1.668369
72	1.645551
73	1.620072
74	1.591479
75	1.559227
76	1.522655
77	1.480968
78	1.433228
79	1.378353
80	1.315180
81	1.242620
82	1.160000
83	1.067669
84	0.967803
85	0.864973
86	0.765630
87	0.676076
88	0.600091
89	0.538137
90	0.488406
91	0.448341
92	0.415579
93	0.388268
94	0.365056
95	0.344982
96	0.327361
97	0.311704
98	0.297650
99	0.284931
100	0.273340
101	0.262718
102	0.252935
103	0.243888
104	0.235492
105	0.227673
106	0.220373
107	0.213538
108	0.207125
109	0.201093
110	0.195411
111	0.190046
112	0.184973
113	0.180169
114	0.175612
115	0.171283
116	0.167166
117	0.163245
118	0.159506
119	0.155936
120	0.152525
121	0.149262
122	0.146138
123	0.143142
124	0.140269
125	0.137510
126	0.134858
127	0.132308
128	0.129853
129	0.127489
130	0.125209
131	0.123011
132	0.120889
133	0.118839
134	0.116858
135	0.114943
136	0.113090
137	0.111295
138	0.109558
139	0.107873
140	0.106240
141	0.104656
142	0.103119
143	0.101626
144	0.100176
145	0.098766
146	0.097396
147	0.096064
148	0.094767
149	0.093505
150	0.092276
151	0.091079
152	0.089913
153	0.088776
154	0.087667
155	0.086586
156	0.085531
157	0.084501
158	0.083496
159	0.082514
160	0.081555
161	0.080618
162	0.079702
163	0.078807
164	0.077931
165	0.077075
166	0.076237
167	0.075417
168	0.074614
169	0.073828
170	0.073059
171	0.072305
172	0.071567
173	0.070843
174	0.070134
175	0.069438
176	0.068756
177	0.068088
178	0.067432
179	0.066789
180	0.066157
181	0.065537
182	0.064929
183	0.064332
184	0.063746
185	0.063170
186	0.062604
187	0.062048
188	0.061502
189	0.060965
190	0.060438
191	0.059920
192	0.059410
193	0.058909
194	0.058416
195	0.057931
196	0.057454
197	0.056984
198	0.056523
199	0.056068
200	0.055621
201	0.055181
202	0.054747
203	0.054320
204	0.053900
205	0.053486
206	0.053079
207	0.052677
208	0.052282
209	0.051892
210	0.051508
211	0.051129
212	0.050756
213	0.050389
214	0.050026
215	0.049669
216	0.049316
217	0.048969
218	0.048626
219	0.048288
220	0.047955
221	0.047626
222	0.047301
223	0.046981
224	0.046665
225	0.046354
226	0.046046
227	0.045742
228	0.045443
229	0.045147
230	0.044855
231	0.044566
232	0.044282
233	0.044000
234	0.043723
235	0.043448
236	0.043178
237	0.042910
238	0.042646
239	0.042384
240	0.042126
241	0.041871
242	0.041620
243	0.041371
244	0.041125
245	0.040881
246	0.040641
247	0.040403
248	0.040169
249	0.039936
250	0.039707
251	0.039480
252	0.039255
253	0.039034
254	0.038814
255	0.038597
256	0.038382
257	0.038170
258	0.037960
259	0.037752
260	0.037547
261	0.037343
262	0.037142
263	0.036943
264	0.036746
265	0.036551
266	0.036358
267	0.036167
268	0.035978
269	0.035791
270	0.035606
271	0.035423
272	0.035241
273	0.035062
274	0.034884
275	0.034708
276	0.034534
277	0.034361
278	0.034190
279	0.034021
280	0.033854
281	0.033688
282	0.033523
283	0.033360
284	0.033199
285	0.033040
286	0.032881
287	0.032725
288	0.032569
289	0.032416
290	0.032263
291	0.032112
292	0.031963
293	0.031814
294	0.031667
295	0.031522
296	0.031378
297	0.031235
298	0.031093
299	0.030953
300	0.030813
301	0.030675
302	0.030539
303	0.030403
304	0.030269
305	0.030136
306	0.030003
307	0.029873
308	0.029743
309	0.029614
310	0.029486
311	0.029360
312	0.029234
313	0.029110
314	0.028987
315	0.028864
316	0.028743
317	0.028623
318	0.028503
319	0.028385
320	0.028267
321	0.028151
322	0.028035
323	0.027921
324	0.027807
325	0.027694
326	0.027583
327	0.027472
328	0.027361
329	0.027252
330	0.027144
331	0.027036
332	0.026930
333	0.026824
334	0.026719
335	0.026614
336	0.026511
337	0.026408
338	0.026306
339	0.026205
340	0.026105
341	0.026005
342	0.025906
343	0.025808
344	0.025711
345	0.025614
346	0.025518
347	0.025423
348	0.025328
349	0.025234
350	0.025141
351	0.025049
352	0.024957
353	0.024866
354	0.024775
355	0.024685
356	0.024596
357	0.024507
358	0.024419
359	0.024332
360	0.024245
361	0.024159
362	0.024073
363	0.023989
364	0.023904
365	0.023820
366	0.023737
367	0.023655
368	0.023572
369	0.023491
370	0.023410
371	0.023330
372	0.023250
373	0.023170
374	0.023092
375	0.023013
376	0.022935
377	0.022858
378	0.022781
379	0.022705
380	0.022630
381	0.022554
382	0.022480
383	0.022405
384	0.022331
385	0.022258
386	0.022185
387	0.022113
388	0.022041
389	0.021970
390	0.021899
391	0.021828
392	0.021758
393	0.021688
394	0.021619
395	0.021550
396	0.021482
397	0.021414
398	0.021347
399	0.021280
400	0.021213
401	0.021147
402	0.021081
403	0.021015
404	0.020950
405	0.020886
406	0.020821
407	0.020757
408	0.020694
409	0.020631
410	0.020568
411	0.020506
412	0.020444
413	0.020382
414	0.020321
415	0.020260
416	0.020199
417	0.020139
418	0.020079
419	0.020020
420	0.019961
421	0.019902
422	0.019844
423	0.019785
424	0.019728
425	0.019670
426	0.019613
427	0.019556
428	0.019500
429	0.019444
430	0.019388
431	0.019332
432	0.019277
433	0.019222
434	0.019168
435	0.019113
436	0.019059
437	0.019006
438	0.018952
439	0.018899
440	0.018846
441	0.018794
442	0.018742
443	0.018690
444	0.018638
445	0.018587
446	0.018536
447	0.018485
448	0.018434
449	0.018384
450	0.018334
451	0.018284
452	0.018235
453	0.018185
454	0.018137
455	0.018088
456	0.018039
457	0.017991
458	0.017943
459	0.017896
460	0.017848
461	0.017801
462	0.017754
463	0.017707
464	0.017661
465	0.017615
466	0.017569
467	0.017523
468	0.017477
469	0.017432
470	0.017387
471	0.017342
472	0.017298
473	0.017253
474	0.017209
475	0.017165
476	0.017122
477	0.017078
478	0.017035
479	0.016992
480	0.016949
481	0.016906
482	0.016864
483	0.016822
484	0.016780
485	0.016738
486	0.016696
487	0.016655
488	0.016614
489	0.016573
490	0.016532
491	0.016491
492	0.016451
493	0.016411
494	0.016371
495	0.016331
496	0.016291
497	0.016252
498	0.016213
499	0.016174
500	0.016135
501	0.016096
502	0.016058
503	0.016019
504	0.015981
505	0.015943
506	0.015905
507	0.015868
508	0.015830
509	0.015793
510	0.015756
511	0.015719
512	0.015682
513	0.015646
514	0.015609
515	0.015573
516	0.015537
517	0.015501
518	0.015465
519	0.015430
520	0.015394
521	0.015359
522	0.015324
523	0.015289
524	0.015254
525	0.015220
526	0.015185
527	0.015151
528	0.015117
529	0.015083
530	0.015049
531	0.015015
532	0.014981
533	0.014948
534	0.014915
535	0.014882
536	0.014849
537	0.014816
538	0.014783
539	0.014750
540	0.014718
541	0.014686
542	0.014654
543	0.014622
544	0.014590
545	0.014558
546	0.014526
547	0.014495
548	0.014464
549	0.014432
550	0.014401
551	0.014370
552	0.014340
553	0.014309
554	0.014278
555	0.014248
556	0.014218
557	0.014188
558	0.014157
559	0.014128
560	0.014098
561	0.014068
562	0.014039
563	0.014009
564	0.013980
565	0.013951
566	0.013922
567	0.013893
568	0.013864
569	0.013835
570	0.013807
571	0.013778
572	0.013750
573	0.013722
574	0.013693
575	0.013665
576	0.013638
577	0.013610
578	0.013582
579	0.013555
580	0.013527
581	0.013500
582	0.013472
583	0.013445
584	0.013418
585	0.013391
586	0.013365
587	0.013338
588	0.013311
589	0.013285
590	0.013258
591	0.013232
592	0.013206
593	0.013180
594	0.013154
595	0.013128
596	0.013102
597	0.013077
598	0.013051
599	0.013026
600	0.013000
601	0.012975
602	0.012950
603	0.012925
604	0.012900
605	0.012875
606	0.012850
607	0.012825
608	0.012801
609	0.012776
610	0.012752
611	0.012727
612	0.012703
613	0.012679
614	0.012655
615	0.012631
616	0.012607
617	0.012583
618	0.012559
619	0.012536
620	0.012512
621	0.012489
622	0.012465
623	0.012442
624	0.012419
625	0.012396
626	0.012373
627	0.012350
628	0.012327
629	0.012304
630	0.012282
631	0.012259
632	0.012236
633	0.012214
634	0.012192
635	0.012169
636	0.012147
637	0.012125
638	0.012103
639	0.012081
640	0.012059
641	0.012037
642	0.012016
643	0.011994
644	0.011972
645	0.011951
646	0.011930
647	0.011908
648	0.011887
649	0.011866
650	0.011845
651	0.011824
652	0.011803
653	0.011782
654	0.011761
655	0.011740
656	0.011719
657	0.011699
658	0.011678
659	0.011658
660	0.011637
661	0.011617
662	0.011597
663	0.011577
664	0.011556
665	0.011536
666	0.011516
667	0.011497
668	0.011477
669	0.011457
670	0.011437
671	0.011418
672	0.011398
673	0.011378
674	0.011359
675	0.011340
676	0.011320
677	0.011301
678	0.011282
679	0.011263
680	0.011244
681	0.011225
682	0.011206
683	0.011187
684	0.011168
685	0.011149
686	0.011131
687	0.011112
688	0.011094
689	0.011075
690	0.011057
691	0.011038
692	0.011020
693	0.011002
694	0.010983
695	0.010965
696	0.010947
697	0.010929
698	0.010911
699	0.010893
700	0.010876
701	0.010858
702	0.010840
703	0.010822
704	0.010805
705	0.010787
706	0.010770
707	0.010752
708	0.010735
709	0.010717
710	0.010700
711	0.010683
712	0.010666
713	0.010649
714	0.010632
715	0.010615
716	0.010598
717	0.010581
718	0.010564
719	0.010547
720	0.010530
721	0.010514
722	0.010497
723	0.010480
724	0.010464
725	0.010447
726	0.010431
727	0.010415
728	0.010398
729	0.010382
730	0.010366
731	0.010350
732	0.010333
733	0.010317
734	0.010301
735	0.010285
736	0.010269
737	0.010254
738	0.010238
739	0.010222
740	0.010206
741	0.010190
742	0.010175
743	0.010159
744	0.010144
745	0.010128
746	0.010113
747	0.010097
748	0.010082
749	0.010067
750	0.010051
751	0.010036
752	0.010021
753	0.010006
754	0.009991
755	0.009976
756	0.009961
757	0.009946
758	0.009931
759	0.009916
760	0.009901
761	0.009886
762	0.009872
763	0.009857
764	0.009842
765	0.009828
766	0.009813
767	0.009799
768	0.009784
769	0.009770
770	0.009755
771	0.009741
772	0.009727
773	0.009712
774	0.009698
775	0.009684
776	0.009670
777	0.009656
778	0.009642
779	0.009628
780	0.009614
781	0.009600
782	0.009586
783	0.009572
784	0.009558
785	0.009544
786	0.009530
787	0.009517
788	0.009503
789	0.009489
790	0.009476
791	0.009462
792	0.009449
793	0.009435
794	0.009422
795	0.009408
796	0.009395
797	0.009382
798	0.009368
799	0.009355
800	0.009342
801	0.009329
802	0.009316
803	0.009303
804	0.009289
805	0.009276
806	0.009263
807	0.009250
808	0.009238
809	0.009225
810	0.009212
811	0.009199
812	0.009186
813	0.009173
814	0.009161
815	0.009148
816	0.009135
817	0.009123
818	0.009110
819	0.009098
820	0.009085
821	0.009073
822	0.009060
823	0.009048
824	0.009036
825	0.009023
826	0.009011
827	0.008999
828	0.008986
829	0.008974
830	0.008962
831	0.008950
832	0.008938
833	0.008926
834	0.008914
835	0.008902
836	0.008890
837	0.008878
838	0.008866
839	0.008854
840	0.008842
841	0.008830
842	0.008818
843	0.008807
844	0.008795
845	0.008783
846	0.008772
847	0.008760
848	0.008748
849	0.008737
850	0.008725
851	0.008714
852	0.008702
853	0.008691
854	0.008679
855	0.008668
856	0.008656
857	0.008645
858	0.008634
859	0.008623
860	0.008611
861	0.008600
862	0.008589
863	0.008578
864	0.008567
865	0.008555
866	0.008544
867	0.008533
868	0.008522
869	0.008511
870	0.008500
871	0.008489
872	0.008479
873	0.008468
874	0.008457
875	0.008446
876	0.008435
877	0.008424
878	0.008414
879	0.008403
880	0.008392
881	0.008382
882	0.008371
883	0.008360
884	0.008350
885	0.008339
886	0.008329
887	0.008318
888	0.008308
889	0.008297
890	0.008287
891	0.008276
892	0.008266
893	0.008256
894	0.008245
895	0.008235
896	0.008225
897	0.008214
898	0.008204
899	0.008194
900	0.008184
901	0.008174
902	0.008164
903	0.008153
904	0.008143
905	0.008133
906	0.008123
907	0.008113
908	0.008103
909	0.008093
910	0.008083
911	0.008074
912	0.008064
913	0.008054
914	0.008044
915	0.008034
916	0.008024
917	0.008015
918	0.008005
919	0.007995
920	0.007986
921	0.007976
922	0.007966
923	0.007957
924	0.007947
925	0.007937
926	0.007928
927	0.007918
928	0.007909
929	0.007899
930	0.007890
931	0.007880
932	0.007871
933	0.007862
934	0.007852
935	0.007843
936	0.007834
937	0.007824
938	0.007815
939	0.007806
940	0.007796
941	0.007787
942	0.007778
943	0.007769
944	0.007760
945	0.007751
946	0.007741
947	0.007732
948	0.007723
949	0.007714
950	0.007705
951	0.007696
952	0.007687
953	0.007678
954	0.007669
955	0.007660
956	0.007651
957	0.007643
958	0.007634
959	0.007625
960	0.007616
961	0.007607
962	0.007598
963	0.007590
964	0.007581
965	0.007572
966	0.007563
967	0.007555
968	0.007546
969	0.007537
970	0.007529
971	0.007520
972	0.007512
973	0.007503
974	0.007495
975	0.007486
976	0.007477
977	0.007469
978	0.007461
979	0.007452
980	0.007444
981	0.007435
982	0.007427
983	0.007418
984	0.007410
985	0.007402
986	0.007393
987	0.007385
988	0.007377
989	0.007369
990	0.007360
991	0.007352
992	0.007344
993	0.007336
994	0.007327
995	0.007319
996	0.007311
997	0.007303
998	0.007295
999	0.007287
1000	0.007279
1001	0.007271
1002	0.007263
1003	0.007255
1004	0.007247
1005	0.007239
1006	0.007231
1007	0.007223
1008	0.007215
1009	0.007207
1010	0.007199
1011	0.007191
1012	0.007183
1013	0.007175
1014	0.007168
1015	0.007160
1016	0.007152
1017	0.007144
1018	0.007137
1019	0.007129
1020	0.007121
1021	0.007113
1022	0.007106
1023	0.007098
1024	0.007090
1025	0.007083
1026	0.007075
1027	0.007067
1028	0.007060
1029	0.007052
1030	0.007045
1031	0.007037
1032	0.007030
1033	0.007022
1034	0.007015
1035	0.007007
1036	0.007000
1037	0.006992
1038	0.006985
1039	0.006977
1040	0.006970
1041	0.006963
1042	0.006955
1043	0.006948
1044	0.006940
1045	0.006933
1046	0.006926
1047	0.006918
1048	0.006911
1049	0.006904
1050	0.006897
1051	0.006889
1052	0.006882
1053	0.006875
1054	0.006868
1055	0.006861
1056	0.006853
1057	0.006846
1058	0.006839
1059	0.006832
1060	0.006825
1061	0.006818
1062	0.006811
1063	0.006804
1064	0.006797
1065	0.006790
1066	0.006783
1067	0.006776
1068	0.006769
1069	0.006762
1070	0.006755
1071	0.006748
1072	0.006741
1073	0.006734
1074	0.006727
1075	0.006720
1076	0.006713
1077	0.006706
1078	0.006700
1079	0.006693
1080	0.006686
1081	0.006679
1082	0.006672
1083	0.006666
1084	0.006659
1085	0.006652
1086	0.006645
1087	0.006639
1088	0.006632
1089	0.006625
1090	0.006618
1091	0.006612
1092	0.006605
1093	0.006598
1094	0.006592
1095	0.006585
1096	0.006579
1097	0.006572
1098	0.006565
1099	0.006559
1100	0.006552
1101	0.006546
1102	0.006539
1103	0.006533
1104	0.006526
1105	0.006520
1106	0.006513
1107	0.006507
1108	0.006500
1109	0.006494
1110	0.006487
1111	0.006481
1112	0.006475
1113	0.006468
1114	0.006462
1115	0.006456
1116	0.006449
1117	0.006443
1118	0.006437
1119	0.006430
1120	0.006424
1121	0.006418
1122	0.006411
1123	0.006405
1124	0.006399
1125	0.006393
1126	0.006386
1127	0.006380
1128	0.006374
1129	0.006368
1130	0.006362
1131	0.006355
1132	0.006349
1133	0.006343
1134	0.006337
1135	0.006331
1136	0.006325
1137	0.006319
1138	0.006313
1139	0.006306
1140	0.006300
1141	0.006294
1142	0.006288
1143	0.006282
1144	0.006276
1145	0.006270
1146	0.006264
1147	0.006258
1148	0.006252
1149	0.006246
1150	0.006240
1151	0.006234
1152	0.006228
1153	0.006223
1154	0.006217
1155	0.006211
1156	0.006205
1157	0.006199
1158	0.006193
1159	0.006187
1160	0.006181
1161	0.006176
1162	0.006170
1163	0.006164
1164	0.006158
1165	0.006152
1166	0.006147
1167	0.006141
1168	0.006135
1169	0.006129
1170	0.006124
1171	0.006118
1172	0.006112
1173	0.006107
1174	0.006101
1175	0.006095
1176	0.006089
1177	0.006084
1178	0.006078
1179	0.006073
1180	0.006067
1181	0.006061
1182	0.006056
1183	0.006050
1184	0.006045
1185	0.006039
1186	0.006033
1187	0.006028
1188	0.006022
1189	0.006017
1190	0.006011
