0 0.424214 0.686251 0.884022 0.136351 
1 0.409464 0.63771 0.871591 0.170081 
2 0.396655 0.594982 0.861223 0.200269 
3 0.385457 0.557164 0.852503 0.227383 
4 0.375614 0.523545 0.845116 0.251803 
5 0.366922 0.493555 0.838819 0.273841 
6 0.359218 0.466726 0.833421 0.293758 
7 0.352369 0.442672 0.828771 0.31178 
8 0.346263 0.421065 0.824747 0.3281 
9 0.340808 0.401629 0.82125 0.342889 
10 0.335925 0.384123 0.818201 0.356295 
11 0.331547 0.36834 0.815534 0.368452 
12 0.327617 0.354098 0.813192 0.379478 
13 0.324085 0.341239 0.811131 0.389481 
14 0.320907 0.329621 0.809312 0.398555 
15 0.318045 0.31912 0.807703 0.406787 
16 0.315466 0.309625 0.806277 0.414255 
17 0.31314 0.301037 0.80501 0.42103 
18 0.311042 0.293267 0.803883 0.427176 
19 0.309147 0.286235 0.802878 0.432751 
20 0.307436 0.279871 0.80198 0.437808 
21 0.305891 0.274109 0.801178 0.442394 
22 0.304494 0.268893 0.80046 0.446554 
23 0.303231 0.264169 0.799816 0.450326 
24 0.302089 0.259892 0.799239 0.453747 
25 0.301056 0.256018 0.79872 0.456849 
26 0.300121 0.252509 0.798254 0.459661 
27 0.299276 0.249331 0.797834 0.462211 
28 0.29851 0.246453 0.797457 0.464523 
29 0.297818 0.243845 0.797117 0.466618 
30 0.297191 0.241483 0.79681 0.468518 
31 0.296623 0.239343 0.796534 0.47024 
32 0.296109 0.237404 0.796284 0.471802 
33 0.295644 0.235648 0.796059 0.473216 
34 0.295223 0.234057 0.795856 0.474499 
35 0.294841 0.232615 0.795672 0.475661 
36 0.294496 0.231309 0.795507 0.476715 
37 0.294183 0.230126 0.795357 0.47767 
38 0.293899 0.229053 0.795221 0.478535 
39 0.293643 0.228082 0.795098 0.47932 
40 0.29341 0.227202 0.794988 0.48003 
41 0.293199 0.226404 0.794887 0.480674 
42 0.293008 0.225682 0.794796 0.481258 
43 0.292835 0.225027 0.794714 0.481787 
44 0.292679 0.224434 0.79464 0.482267 
45 0.292537 0.223896 0.794573 0.482701 
46 0.292408 0.223409 0.794512 0.483095 
47 0.292292 0.222968 0.794457 0.483451 
48 0.292186 0.222568 0.794407 0.483775 
49 0.292091 0.222206 0.794362 0.484068 
50 0.292004 0.221878 0.794321 0.484333 
51 0.291926 0.22158 0.794284 0.484574 
52 0.291855 0.221311 0.79425 0.484791 
53 0.29179 0.221067 0.79422 0.484989 
54 0.291732 0.220845 0.794192 0.485168 
55 0.291679 0.220645 0.794167 0.48533 
56 0.291631 0.220463 0.794144 0.485477 
57 0.291588 0.220298 0.794124 0.48561 
58 0.291548 0.220149 0.794105 0.485731 
59 0.291513 0.220014 0.794089 0.48584 
60 0.29148 0.219892 0.794073 0.485939 
61 0.291451 0.219781 0.79406 0.486029 
62 0.291425 0.21968 0.794047 0.48611 
63 0.291401 0.219589 0.794036 0.486184 
64 0.291379 0.219507 0.794026 0.486251 
65 0.291359 0.219432 0.794016 0.486311 
66 0.291341 0.219364 0.794008 0.486366 
67 0.291325 0.219303 0.794 0.486416 
68 0.29131 0.219247 0.793993 0.486461 
69 0.291297 0.219196 0.793987 0.486502 
70 0.291285 0.219151 0.793981 0.486539 
71 0.291274 0.219109 0.793976 0.486572 
72 0.291264 0.219072 0.793972 0.486603 
73 0.291255 0.219038 0.793967 0.48663 
74 0.291247 0.219007 0.793964 0.486655 
75 0.29124 0.218979 0.79396 0.486678 
76 0.291233 0.218954 0.793957 0.486698 
77 0.291227 0.218931 0.793954 0.486717 
78 0.291221 0.21891 0.793952 0.486733 
79 0.291217 0.218891 0.793949 0.486749 
80 0.291212 0.218874 0.793947 0.486762 
81 0.291208 0.218859 0.793945 0.486775 
82 0.291204 0.218845 0.793943 0.486786 
83 0.291201 0.218832 0.793942 0.486797 
84 0.291198 0.218821 0.79394 0.486806 
85 0.291195 0.21881 0.793939 0.486814 
86 0.291193 0.218801 0.793938 0.486822 
87 0.29119 0.218792 0.793937 0.486829 
88 0.291188 0.218785 0.793936 0.486835 
89 0.291187 0.218778 0.793935 0.486841 
90 0.291185 0.218771 0.793934 0.486846 
91 0.291183 0.218765 0.793934 0.486851 
92 0.291182 0.21876 0.793933 0.486855 
93 0.291181 0.218755 0.793932 0.486859 
94 0.29118 0.218751 0.793932 0.486862 
95 0.291179 0.218747 0.793931 0.486865 
96 0.291178 0.218744 0.793931 0.486868 
97 0.291177 0.218741 0.79393 0.486871 
98 0.291176 0.218738 0.79393 0.486873 
99 0.291175 0.218735 0.79393 0.486875 
100 0.291175 0.218733 0.79393 0.486877 
101 0.291174 0.218731 0.793929 0.486879 
102 0.291174 0.218729 0.793929 0.48688 
103 0.291173 0.218727 0.793929 0.486882 
104 0.291173 0.218725 0.793929 0.486883 
105 0.291172 0.218724 0.793928 0.486884 
106 0.291172 0.218722 0.793928 0.486885 
107 0.291172 0.218721 0.793928 0.486886 
108 0.291171 0.21872 0.793928 0.486887 
109 0.291171 0.218719 0.793928 0.486888 
110 0.291171 0.218718 0.793928 0.486889 
111 0.291171 0.218718 0.793928 0.486889 
112 0.291171 0.218717 0.793928 0.48689 
113 0.29117 0.218716 0.793927 0.48689 
114 0.29117 0.218716 0.793927 0.486891 
115 0.29117 0.218715 0.793927 0.486891 
116 0.29117 0.218715 0.793927 0.486892 
117 0.29117 0.218714 0.793927 0.486892 
118 0.29117 0.218714 0.793927 0.486892 
119 0.29117 0.218713 0.793927 0.486893 
120 0.29117 0.218713 0.793927 0.486893 
121 0.291169 0.218713 0.793927 0.486893 
122 0.291169 0.218712 0.793927 0.486893 
123 0.291169 0.218712 0.793927 0.486894 
124 0.291169 0.218712 0.793927 0.486894 
125 0.291169 0.218712 0.793927 0.486894 
126 0.291169 0.218712 0.793927 0.486894 
127 0.291169 0.218711 0.793927 0.486894 
128 0.291169 0.218711 0.793927 0.486894 
129 0.291169 0.218711 0.793927 0.486894 
130 0.291169 0.218711 0.793927 0.486895 
131 0.291169 0.218711 0.793927 0.486895 
132 0.291169 0.218711 0.793927 0.486895 
133 0.291169 0.218711 0.793927 0.486895 
134 0.291169 0.218711 0.793927 0.486895 
135 0.291169 0.218711 0.793927 0.486895 
136 0.291169 0.21871 0.793927 0.486895 
137 0.291169 0.21871 0.793927 0.486895 
138 0.291169 0.21871 0.793927 0.486895 
139 0.291169 0.21871 0.793927 0.486895 
140 0.291169 0.21871 0.793927 0.486895 
141 0.291169 0.21871 0.793927 0.486895 
142 0.291169 0.21871 0.793927 0.486895 
143 0.291169 0.21871 0.793927 0.486895 
144 0.291169 0.21871 0.793927 0.486895 
145 0.291169 0.21871 0.793927 0.486895 
146 0.291169 0.21871 0.793927 0.486895 
147 0.291169 0.21871 0.793927 0.486895 
148 0.291169 0.21871 0.793927 0.486895 
149 0.291169 0.21871 0.793927 0.486895 
150 0.291169 0.21871 0.793927 0.486895 
151 0.291169 0.21871 0.793927 0.486895 
152 0.291169 0.21871 0.793927 0.486895 
153 0.291169 0.21871 0.793927 0.486895 
154 0.291169 0.21871 0.793927 0.486895 
155 0.291169 0.21871 0.793927 0.486895 
156 0.291169 0.21871 0.793927 0.486895 
157 0.291169 0.21871 0.793927 0.486895 
158 0.291169 0.21871 0.793927 0.486895 
159 0.291169 0.21871 0.793927 0.486896 
160 0.291169 0.21871 0.793927 0.486896 
161 0.291169 0.21871 0.793927 0.486896 
162 0.291169 0.21871 0.793927 0.486896 
163 0.291169 0.21871 0.793927 0.486896 
164 0.291169 0.21871 0.793927 0.486896 
165 0.291169 0.21871 0.793927 0.486896 
166 0.291169 0.21871 0.793927 0.486896 
167 0.291169 0.21871 0.793927 0.486896 
168 0.291169 0.21871 0.793927 0.486896 
169 0.291169 0.21871 0.793927 0.486896 
170 0.291169 0.21871 0.793927 0.486896 
171 0.291169 0.21871 0.793927 0.486896 
172 0.291169 0.21871 0.793927 0.486896 
173 0.291169 0.21871 0.793927 0.486896 
174 0.291169 0.21871 0.793927 0.486896 
175 0.291169 0.21871 0.793927 0.486896 
176 0.291169 0.21871 0.793927 0.486896 
177 0.291169 0.21871 0.793927 0.486896 
178 0.291169 0.21871 0.793927 0.486896 
179 0.291169 0.21871 0.793927 0.486896 
180 0.291169 0.21871 0.793927 0.486896 
181 0.291169 0.21871 0.793927 0.486896 
182 0.291169 0.21871 0.793927 0.486896 
183 0.291169 0.21871 0.793927 0.486896 
184 0.291169 0.21871 0.793927 0.486896 
185 0.291169 0.21871 0.793927 0.486896 
186 0.291169 0.21871 0.793927 0.486896 
187 0.291169 0.21871 0.793927 0.486896 
188 0.291169 0.21871 0.793927 0.486896 
189 0.291169 0.21871 0.793927 0.486896 
190 0.291169 0.21871 0.793927 0.486896 
191 0.291169 0.21871 0.793927 0.486896 
192 0.291169 0.21871 0.793927 0.486896 
193 0.291169 0.21871 0.793927 0.486896 
194 0.291169 0.21871 0.793927 0.486896 
195 0.291169 0.21871 0.793927 0.486896 
196 0.291169 0.21871 0.793927 0.486896 
197 0.291169 0.21871 0.793927 0.486896 
198 0.291169 0.21871 0.793927 0.486896 
199 0.291169 0.21871 0.793927 0.486896 
200 0.291169 0.21871 0.793927 0.486896 
201 0.291169 0.21871 0.793927 0.486896 
202 0.291169 0.21871 0.793927 0.486896 
203 0.291169 0.21871 0.793927 0.486896 
204 0.291169 0.21871 0.793927 0.486896 
205 0.291169 0.21871 0.793927 0.486896 
206 0.291169 0.21871 0.793927 0.486896 
207 0.291169 0.21871 0.793927 0.486896 
208 0.291169 0.21871 0.793927 0.486896 
209 0.291169 0.21871 0.793927 0.486896 
210 0.291169 0.21871 0.793927 0.486896 
211 0.291169 0.21871 0.793927 0.486896 
212 0.291169 0.21871 0.793927 0.486896 
213 0.291169 0.21871 0.793927 0.486896 
214 0.291169 0.21871 0.793927 0.486896 
215 0.291169 0.21871 0.793927 0.486896 
216 0.291169 0.21871 0.793927 0.486896 
217 0.291169 0.21871 0.793927 0.486896 
218 0.291169 0.21871 0.793927 0.486896 
219 0.291169 0.21871 0.793927 0.486896 
220 0.291169 0.21871 0.793927 0.486896 
221 0.291169 0.21871 0.793927 0.486896 
222 0.291169 0.21871 0.793927 0.486896 
223 0.291169 0.21871 0.793927 0.486896 
224 0.291169 0.21871 0.793927 0.486896 
225 0.291169 0.21871 0.793927 0.486896 
226 0.291169 0.21871 0.793927 0.486896 
227 0.291169 0.21871 0.793927 0.486896 
228 0.291169 0.21871 0.793927 0.486896 
229 0.291169 0.21871 0.793927 0.486896 
230 0.291169 0.21871 0.793927 0.486896 
231 0.291169 0.21871 0.793927 0.486896 
232 0.291169 0.21871 0.793927 0.486896 
233 0.291169 0.21871 0.793927 0.486896 
234 0.291169 0.21871 0.793927 0.486896 
235 0.291169 0.21871 0.793927 0.486896 
236 0.291169 0.21871 0.793927 0.486896 
237 0.291169 0.21871 0.793927 0.486896 
238 0.291169 0.21871 0.793927 0.486896 
239 0.291169 0.21871 0.793927 0.486896 
240 0.291169 0.21871 0.793927 0.486896 
241 0.291169 0.21871 0.793927 0.486896 
242 0.291169 0.21871 0.793927 0.486896 
243 0.291169 0.21871 0.793927 0.486896 
244 0.291169 0.21871 0.793927 0.486896 
245 0.291169 0.21871 0.793927 0.486896 
246 0.291169 0.21871 0.793927 0.486896 
247 0.291169 0.21871 0.793927 0.486896 
248 0.291169 0.21871 0.793927 0.486896 
249 0.291169 0.21871 0.793927 0.486896 
250 0.291169 0.21871 0.793927 0.486896 
251 0.291169 0.21871 0.793927 0.486896 
252 0.291169 0.21871 0.793927 0.486896 
253 0.291169 0.21871 0.793927 0.486896 
254 0.291169 0.21871 0.793927 0.486896 
255 0.291169 0.21871 0.793927 0.486896 
256 0.291169 0.21871 0.793927 0.486896 
257 0.291169 0.21871 0.793927 0.486896 
258 0.291169 0.21871 0.793927 0.486896 
259 0.291169 0.21871 0.793927 0.486896 
260 0.291169 0.21871 0.793927 0.486896 
261 0.291169 0.21871 0.793927 0.486896 
262 0.291169 0.21871 0.793927 0.486896 
263 0.291169 0.21871 0.793927 0.486896 
264 0.291169 0.21871 0.793927 0.486896 
265 0.291169 0.21871 0.793927 0.486896 
266 0.291169 0.21871 0.793927 0.486896 
267 0.291169 0.21871 0.793927 0.486896 
268 0.291169 0.21871 0.793927 0.486896 
269 0.291169 0.21871 0.793927 0.486896 
270 0.291169 0.21871 0.793927 0.486896 
271 0.291169 0.21871 0.793927 0.486896 
272 0.291169 0.21871 0.793927 0.486896 
273 0.291169 0.21871 0.793927 0.486896 
274 0.291169 0.21871 0.793927 0.486896 
275 0.291169 0.21871 0.793927 0.486896 
276 0.291169 0.21871 0.793927 0.486896 
277 0.291169 0.21871 0.793927 0.486896 
278 0.291169 0.21871 0.793927 0.486896 
279 0.291169 0.21871 0.793927 0.486896 
280 0.291169 0.21871 0.793927 0.486896 
281 0.291169 0.21871 0.793927 0.486896 
282 0.291169 0.21871 0.793927 0.486896 
283 0.291169 0.21871 0.793927 0.486896 
284 0.291169 0.21871 0.793927 0.486896 
285 0.291169 0.21871 0.793927 0.486896 
286 0.291169 0.21871 0.793927 0.486896 
287 0.291169 0.21871 0.793927 0.486896 
288 0.291169 0.21871 0.793927 0.486896 
289 0.291169 0.21871 0.793927 0.486896 
290 0.291169 0.21871 0.793927 0.486896 
291 0.291169 0.21871 0.793927 0.486896 
292 0.291169 0.21871 0.793927 0.486896 
293 0.291169 0.21871 0.793927 0.486896 
294 0.291169 0.21871 0.793927 0.486896 
295 0.291169 0.21871 0.793927 0.486896 
296 0.291169 0.21871 0.793927 0.486896 
297 0.291169 0.21871 0.793927 0.486896 
298 0.291169 0.21871 0.793927 0.486896 
299 0.291169 0.21871 0.793927 0.486896 
300 0.291169 0.21871 0.793927 0.486896 
301 0.291169 0.21871 0.793927 0.486896 
302 0.291169 0.21871 0.793927 0.486896 
303 0.291169 0.21871 0.793927 0.486896 
304 0.291169 0.21871 0.793927 0.486896 
305 0.291169 0.21871 0.793927 0.486896 
306 0.291169 0.21871 0.793927 0.486896 
307 0.291169 0.21871 0.793927 0.486896 
308 0.291169 0.21871 0.793927 0.486896 
309 0.291169 0.21871 0.793927 0.486896 
310 0.291169 0.21871 0.793927 0.486896 
311 0.291169 0.21871 0.793927 0.486896 
312 0.291169 0.21871 0.793927 0.486896 
313 0.291169 0.21871 0.793927 0.486896 
314 0.291169 0.21871 0.793927 0.486896 
315 0.291169 0.21871 0.793927 0.486896 
316 0.291169 0.21871 0.793927 0.486896 
317 0.291169 0.21871 0.793927 0.486896 
318 0.291169 0.21871 0.793927 0.486896 
319 0.291169 0.21871 0.793927 0.486896 
320 0.291169 0.21871 0.793927 0.486896 
321 0.291169 0.21871 0.793927 0.486896 
322 0.291169 0.21871 0.793927 0.486896 
323 0.291169 0.21871 0.793927 0.486896 
324 0.291169 0.21871 0.793927 0.486896 
325 0.291169 0.21871 0.793927 0.486896 
326 0.291169 0.21871 0.793927 0.486896 
327 0.291169 0.21871 0.793927 0.486896 
328 0.291169 0.21871 0.793927 0.486896 
329 0.291169 0.21871 0.793927 0.486896 
330 0.291169 0.21871 0.793927 0.486896 
331 0.291169 0.21871 0.793927 0.486896 
332 0.291169 0.21871 0.793927 0.486896 
333 0.291169 0.21871 0.793927 0.486896 
334 0.291169 0.21871 0.793927 0.486896 
335 0.291169 0.21871 0.793927 0.486896 
336 0.291169 0.21871 0.793927 0.486896 
337 0.291169 0.21871 0.793927 0.486896 
338 0.291169 0.21871 0.793927 0.486896 
339 0.291169 0.21871 0.793927 0.486896 
340 0.291169 0.21871 0.793927 0.486896 
341 0.291169 0.21871 0.793927 0.486896 
342 0.291169 0.21871 0.793927 0.486896 
343 0.291169 0.21871 0.793927 0.486896 
344 0.291169 0.21871 0.793927 0.486896 
345 0.291169 0.21871 0.793927 0.486896 
346 0.291169 0.21871 0.793927 0.486896 
347 0.291169 0.21871 0.793927 0.486896 
348 0.291169 0.21871 0.793927 0.486896 
349 0.291169 0.21871 0.793927 0.486896 
350 0.291169 0.21871 0.793927 0.486896 
351 0.291169 0.21871 0.793927 0.486896 
352 0.291169 0.21871 0.793927 0.486896 
353 0.291169 0.21871 0.793927 0.486896 
354 0.291169 0.21871 0.793927 0.486896 
355 0.291169 0.21871 0.793927 0.486896 
356 0.291169 0.21871 0.793927 0.486896 
357 0.291169 0.21871 0.793927 0.486896 
358 0.291169 0.21871 0.793927 0.486896 
359 0.291169 0.21871 0.793927 0.486896 
360 0.291169 0.21871 0.793927 0.486896 
361 0.291169 0.21871 0.793927 0.486896 
362 0.291169 0.21871 0.793927 0.486896 
363 0.291169 0.21871 0.793927 0.486896 
364 0.291169 0.21871 0.793927 0.486896 
365 0.291169 0.21871 0.793927 0.486896 
366 0.291169 0.21871 0.793927 0.486896 
367 0.291169 0.21871 0.793927 0.486896 
368 0.291169 0.21871 0.793927 0.486896 
369 0.291169 0.21871 0.793927 0.486896 
370 0.291169 0.21871 0.793927 0.486896 
371 0.291169 0.21871 0.793927 0.486896 
372 0.291169 0.21871 0.793927 0.486896 
373 0.291169 0.21871 0.793927 0.486896 
374 0.291169 0.21871 0.793927 0.486896 
375 0.291169 0.21871 0.793927 0.486896 
376 0.291169 0.21871 0.793927 0.486896 
377 0.291169 0.21871 0.793927 0.486896 
378 0.291169 0.21871 0.793927 0.486896 
379 0.291169 0.21871 0.793927 0.486896 
380 0.291169 0.21871 0.793927 0.486896 
381 0.291169 0.21871 0.793927 0.486896 
382 0.291169 0.21871 0.793927 0.486896 
383 0.291169 0.21871 0.793927 0.486896 
384 0.291169 0.21871 0.793927 0.486896 
385 0.291169 0.21871 0.793927 0.486896 
386 0.291169 0.21871 0.793927 0.486896 
387 0.291169 0.21871 0.793927 0.486896 
388 0.291169 0.21871 0.793927 0.486896 
389 0.291169 0.21871 0.793927 0.486896 
390 0.291169 0.21871 0.793927 0.486896 
391 0.291169 0.21871 0.793927 0.486896 
392 0.291169 0.21871 0.793927 0.486896 
393 0.291169 0.21871 0.793927 0.486896 
394 0.291169 0.21871 0.793927 0.486896 
