  0.726383269      0.869519472      0.181749374      0.303888708    
  0.685742497      0.791260600      0.235723257      0.369879723    
  0.639353752      0.751906097      0.303791016      0.374473333    
  0.617860258      0.727894247      0.319793135      0.403459936    
  0.624009788      0.700904310      0.316625595      0.416277796    
  0.564107716      0.635670304      0.401098132      0.454080582    
  0.542343438      0.659534574      0.393785357      0.435176283    
  0.423034161      0.643001437      0.525711060      0.371361673    
  0.438066512      0.634223461      0.514974535      0.383417517    
  0.461995840      0.586651862      0.528112769      0.414114028    
  0.465309948      0.592853904      0.525717676      0.402886182    
  0.433112174      0.570683539      0.549690187      0.436513245    
  0.482997984      0.534080565      0.518678725      0.470604360    
  0.477723300      0.521022677      0.520653069      0.487631708    
  0.456105709      0.509296954      0.496825606      0.543327391    
  0.470296443      0.492782265      0.479528934      0.560199618    
  0.545861483      0.469855934      0.456836820      0.533625782    
  0.518865228      0.488881737      0.487504691      0.515650332    
  0.519436479      0.514597476      0.483847886      0.491750777    
  0.544405878      0.485301912      0.489148080      0.486386329    
  0.564692199      0.475714177      0.480741084      0.480378091    
  0.571582019      0.466290146      0.464823812      0.496376216    
  0.570554674      0.460112154      0.467474103      0.499646962    
  0.548460126      0.460441858      0.478393972      0.513010979    
  0.548926830      0.424422741      0.510756433      0.512261450    
  0.541808426      0.435602307      0.513455033      0.507679045    
  0.546349764      0.421015978      0.528266072      0.499342442    
  0.563577175      0.417803347      0.511363804      0.500492334    
  0.563481629      0.437582761      0.486461729      0.507833004    
  0.543433309      0.429117292      0.483345181      0.539587080    
  0.544116557      0.460256696      0.438068539      0.551999927    
  0.520202577      0.457682997      0.460483998      0.558613300    
  0.514356732      0.449873567      0.448362023      0.579638124    
  0.551098287      0.456610799      0.453328788      0.536311924    
  0.561738849      0.448131204      0.458767056      0.527134120    
  0.566148341      0.448564410      0.455211580      0.524862170    
  0.471885383      0.578550696      0.458539307      0.509555161    
  0.417937577      0.578586578      0.485332102      0.519290864    
  0.442400336      0.575117826      0.479267478      0.505691588    
  0.489075810      0.559824049      0.476754189      0.481109917    
  0.514470041      0.539834976      0.464531213      0.488904446    
  0.514642656      0.582882106      0.436546892      0.464436144    
  0.514496446      0.573004007      0.453151226      0.459638327    
  0.535740495      0.553326070      0.438029766      0.472836435    
  0.622654438      0.573456526      0.356751382      0.414941847    
  0.625032127      0.569224954      0.354961157      0.417746037    
  0.608513832      0.600645363      0.325766236      0.408198863    
  0.605766177      0.531922460      0.358893871      0.483977318    
  0.573854208      0.526905894      0.403386444      0.493182272    
  0.564421117      0.535030305      0.404116988      0.493015230    
  0.565255940      0.520461977      0.458781809      0.458732128    
  0.548515439      0.500522554      0.482630640      0.468198776    
  0.534579813      0.461199194      0.529732943      0.476618558    
  0.555106044      0.534976363      0.492357075      0.418540001    
  0.562433243      0.524275184      0.478641272      0.436510742    
  0.561630845      0.534168124      0.437640965      0.465621650    
  0.513183713      0.500598073      0.548886001      0.453168094    
  0.492691666      0.501233697      0.551265061      0.466208816    
  0.513851285      0.505499005      0.525285542      0.465776145    
  0.479491353      0.506157219      0.490461111      0.534664333    
  0.484940082      0.496526092      0.492554158      0.535156369    
  0.481073380      0.477703005      0.492764682      0.552679300    
  0.472619981      0.473741055      0.490012556      0.565185487    
  0.479764283      0.488855690      0.481592566      0.553116024    
  0.486896753      0.476496637      0.477869868      0.560237885    
  0.473960519      0.482800066      0.470031232      0.571372926    
  0.467324704      0.499072522      0.484385610      0.550563097    
  0.481634557      0.484391809      0.489515483      0.546386242    
  0.538234532      0.536700428      0.571013629      0.371359974    
  0.519401908      0.537996531      0.553152263      0.410177767    
  0.518691361      0.532317042      0.547111511      0.420392036    
  0.508160770      0.530772567      0.543958068      0.435840368    
  0.609460533      0.464130700      0.508880317      0.414230019    
  0.628954828      0.443910420      0.513383150      0.398348153    
  0.608420312      0.426374406      0.499936432      0.458508134    
  0.608350277      0.466098577      0.476131052      0.443689555    
  0.575065255      0.475365490      0.515118957      0.434003979    
  0.606310785      0.447487414      0.523415089      0.407294482    
  0.605981588      0.448238075      0.509192348      0.423954487    
  0.551768899      0.432961047      0.549966753      0.465055674    
  0.541300118      0.450487822      0.552133679      0.457309812    
  0.506487131      0.465047866      0.530736804      0.502209425    
  0.519682825      0.535640121      0.457118392      0.495804608    
  0.548858345      0.523599684      0.448256791      0.485272080    
  0.531663775      0.504900932      0.488969177      0.484318912    
  0.522853434      0.499103665      0.505448341      0.482523918    
  0.516641378      0.509708703      0.508312464      0.474100500    
  0.512890220      0.508675516      0.510787249      0.474682182    
  0.515240967      0.481651098      0.516760647      0.492688060    
  0.508625925      0.526442111      0.500139058      0.471687347    
  0.514057994      0.502276480      0.516367197      0.473763347    
  0.515173852      0.526644886      0.499666274      0.463667572    
  0.510643661      0.523300767      0.491372198      0.479606718    
  0.488941044      0.502975047      0.528319120      0.484775662    
  0.471874118      0.524025917      0.533370435      0.472857684    
  0.450507611      0.511403739      0.576420605      0.457231641    
  0.429543644      0.531221509      0.546056807      0.492190868    
  0.432260692      0.527402937      0.549720824      0.489591479    
  0.432536274      0.528414905      0.552217662      0.484599024    
  0.429128796      0.538481414      0.535297573      0.495155782    
  0.461045235      0.536373258      0.525600910      0.479045689    
  0.450480163      0.538287342      0.557710528      0.449858516    
  0.440308750      0.518620968      0.571087718      0.465745986    
  0.468804359      0.474857062      0.565375984      0.490792304    
  0.469012201      0.473062813      0.573152006      0.481993854    
  0.476758271      0.485419929      0.569141150      0.464998722    
  0.486922652      0.480970412      0.563000202      0.466112018    
