0.508555 0.726054 
0.997149 0.947242 
0.753316 0.50573 
0.283481 0.00768385 
0.844936 0.065517 
0.912722 0.367542 
0.146581 0.932487 
0.738948 0.993882 
0.451035 0.916223 
0.643105 0.858852 
0.717806 0.429482 
0.978463 0.394487 
0.851014 0.309575 
0.494396 0.0285417 
0.869507 0.0674845 
0.919682 0.330534 
0.211314 0.864912 
0.75006 0.94926 
0.466405 0.891207 
0.648996 0.844631 
0.831688 0.268078 
0.971623 0.192162 
0.904184 0.202821 
0.640293 0.0429698 
0.889159 0.0690581 
0.925761 0.298212 
0.270943 0.802665 
0.760632 0.906805 
0.481318 0.866934 
0.65478 0.830668 
0.893666 0.180237 
0.96912 0.118104 
0.933121 0.144722 
0.741214 0.0529501 
0.904877 0.0703167 
0.931069 0.269984 
0.325872 0.745325 
0.77069 0.866413 
0.495788 0.843384 
0.66046 0.816959 
0.927396 0.132431 
0.968203 0.0909962 
0.948869 0.113102 
0.811025 0.0598538 
0.917448 0.0713234 
0.935706 0.245332 
0.37647 0.692505 
0.780259 0.827983 
0.509826 0.820535 
0.666036 0.803498 
0.945754 0.106413 
0.967868 0.081074 
0.95744 0.0958938 
0.859315 0.0646293 
0.927503 0.0721285 
0.939755 0.223802 
0.423079 0.64385 
0.789364 0.79142 
0.523448 0.798365 
0.671511 0.790282 
0.955744 0.0922534 
0.967745 0.0774421 
0.962104 0.0865284 
0.892719 0.0679327 
0.935545 0.0727724 
0.943291 0.204999 
0.466013 0.599031 
0.798026 0.756633 
0.536664 0.776855 
0.676886 0.777305 
0.961182 0.0845472 
0.9677 0.0761128 
0.964643 0.0814315 
0.915825 0.0702178 
0.941977 0.0732875 
0.946379 0.188577 
0.505563 0.557745 
0.806267 0.723536 
0.549486 0.755985 
0.682164 0.764564 
0.964141 0.0803532 
0.967684 0.0756262 
0.966025 0.0786576 
0.931809 0.0717984 
0.947121 0.0736994 
0.949076 0.174236 
0.541994 0.519714 
0.814109 0.692047 
0.561928 0.735735 
0.687346 0.752054 
0.965751 0.0780707 
0.967678 0.0754481 
0.966776 0.0771479 
0.942865 0.0728918 
0.951236 0.0740289 
0.951432 0.161711 
0.575554 0.484681 
0.821569 0.662088 
0.573999 0.716089 
0.692434 0.739772 
