5 2.64013
6 3.07483
7 3.21744
8 3.4554
9 4.6156
10 5.36301
11 5.18226
12 6.158
13 6.4713
14 7.20335
15 7.25781
16 7.72931
17 7.97767
18 8.91525
19 9.63827
20 10.7427
21 12.1165
22 12.7225
23 12.794
24 14.5054
25 14.681
26 14.3888
27 16.24
28 17.0626
29 14.1564
30 14.1136
31 14.7887
32 15.6149
33 15.7811
34 14.6298
35 15.1389
36 15.523
37 16.1467
38 16.4287
39 16.86
40 17.084
41 18.0248
42 18.3468
43 19.5576
44 20.0074
45 21.5801
46 21.8889
47 22.1382
48 23.7949
49 23.864
50 24.3492
51 24.9765
52 26.3787
53 26.8411
54 26.9584
55 27.8795
56 28.0599
57 29.1327
58 28.8371
59 29.3372
60 29.8199
61 30.6161
62 31.2563
63 35.8645
64 35.7662
65 35.9536
66 36.3052
67 36.5623
68 37.0209
69 38.0674
70 38.0893
71 38.8129
72 39.6044
73 39.5868
74 39.3752
75 40.1916
76 40.8006
77 41.2813
78 37.6818
79 37.8539
80 38.1034
81 39.0532
82 40.1468
83 40.1083
84 40.6097
85 41.507
86 41.7241
87 42.5598
88 46.6919
89 47.0257
90 47.2717
91 47.2113
92 47.7416
93 48.4111
94 49.0615
95 50.4875
96 50.9703
97 50.4345
98 51.7013
99 51.7768
