5 2.07923
6 2.43067
7 3.50931
8 4.83595
9 5.69705
10 6.80347
11 6.79914
12 8.05823
13 7.75503
14 8.10884
15 9.04999
16 9.34693
17 8.83422
18 7.48008
19 7.68938
20 9.40437
21 9.19161
22 9.5551
23 6.86606
24 10.4306
25 11.2061
26 11.0864
27 11.9323
28 14.5885
29 15.799
30 15.7319
31 16.4213
32 17.1956
33 18.4536
34 18.4975
35 18.842
36 18.4224
37 19.1888
38 19.6983
39 20.7477
40 21.7426
41 21.4256
42 21.559
43 21.2527
44 21.9907
45 21.9333
46 22.7774
47 23.7534
48 24.6623
49 24.9403
50 24.8303
51 24.9569
52 25.6302
53 26.1615
54 25.5547
55 26.5205
56 26.3972
57 25.7079
58 26.9263
59 28.5466
60 28.0413
61 28.5891
62 28.5015
63 20.79
64 30.15
65 30.7276
66 30.4238
67 30.9232
68 35.8254
69 36.9405
70 18.0143
71 37.6604
72 37.8999
73 38.2116
74 38.233
75 18.5643
76 39.3986
77 40.0249
78 40.0433
79 40.0371
80 41.3777
81 42.4134
82 43.3095
83 43.7761
84 43.9082
85 39.6979
86 41.4869
87 41.3604
88 42.7629
89 44.1627
90 44.1098
91 44.9242
92 45.9469
93 45.5782
94 45.5336
95 46.3922
96 27.7273
97 60.0582
98 60.7344
99 34.5589
100 60.2814
