0.696566 0.0696747 0.458861 0.316038
0.700534 0.0864445 0.458046 0.329406
0.689252 0.119015 0.473885 0.349375
0.68086 0.130484 0.485627 0.360475
0.680471 0.146637 0.491306 0.363892
0.684469 0.155351 0.490286 0.364637
0.680529 0.172975 0.488687 0.373436
0.679641 0.180024 0.495418 0.374632
0.675925 0.184657 0.498947 0.380041
0.672138 0.208369 0.498748 0.396082
0.666527 0.219975 0.49538 0.410163
0.66145 0.225734 0.500388 0.413189
0.655611 0.250289 0.496057 0.42407
0.649645 0.261912 0.507672 0.42689
0.648712 0.26363 0.507109 0.428614
0.648628 0.279789 0.509167 0.42788
0.631574 0.301948 0.512125 0.443047
0.62489 0.313381 0.5148 0.446306
0.625215 0.333746 0.503025 0.454169
0.611759 0.349781 0.507155 0.463695
0.599621 0.358441 0.50708 0.476029
0.601078 0.358137 0.505701 0.476413
0.599355 0.357772 0.504636 0.48049
0.600253 0.377215 0.488132 0.486671
0.600291 0.377156 0.48816 0.486672
0.599641 0.377908 0.487601 0.487906
0.603446 0.379377 0.483498 0.487845
0.603014 0.397448 0.468906 0.492642
0.600515 0.395451 0.465568 0.501322
0.595333 0.394344 0.475738 0.499643
0.58861 0.404067 0.47418 0.502321
0.580793 0.403391 0.482565 0.505227
0.579387 0.399217 0.49295 0.501609
0.565253 0.415966 0.495721 0.503129
0.563036 0.418769 0.495009 0.504194
0.559497 0.4248 0.489027 0.510702
0.563968 0.426061 0.486383 0.507853
0.559173 0.440387 0.485493 0.502612
0.551022 0.451551 0.491091 0.49688
0.552358 0.45207 0.491305 0.494917
0.547287 0.449602 0.493326 0.500993
0.545012 0.446777 0.493146 0.506325
0.541415 0.450922 0.491797 0.508702
0.535688 0.454163 0.490092 0.513712
0.528697 0.448943 0.492451 0.523652
0.528136 0.449271 0.4938 0.522695
0.531258 0.454969 0.490642 0.517749
0.533887 0.455473 0.494227 0.511483
0.531379 0.454865 0.502404 0.506965
0.532257 0.459846 0.489396 0.514689
0.535096 0.455865 0.48715 0.517505
0.54251 0.465108 0.473047 0.515083
0.542807 0.467467 0.471386 0.51417
0.548933 0.45877 0.474715 0.512593
0.548304 0.464697 0.473991 0.508644
0.545236 0.466727 0.471331 0.512577
